name,main_class,sub_class,sys_name,synonyms,pubchem_cid,exactmass,formula,inchi_key,MW_regno
SM(d19:1/16:0),Sphingolipids,Sphingomyelins,N-(hexadecanoyl)-nonadecasphing-4-enine-1-phosphocholine,SM(d19:1/16:0); N-(hexadecanoyl)-nonadecasphing-4-enine-1-phosphocholine; LMSP03010045; SM(d19:1/16:0); N-(hexadecanoyl)-nonadecasphing-4-enine-1-phosphocholine,52931151,716.583226,C40H81N2O6P,LHFJEPSCFVKEET-JXGHDCMNSA-N,30759
SM(d19:1/17:1),Sphingolipids,Sphingomyelins,N-(9Z-heptadecenoyl)-nonadecasphing-4-enine-1-phosphocholine,SM(d19:1/17:1); N-(9Z-heptadecenoyl)-nonadecasphing-4-enine-1-phosphocholine; LMSP03010051; SM(d19:1/17:1); N-(9Z-heptadecenoyl)-nonadecasphing-4-enine-1-phosphocholine,52931163,728.583226,C41H81N2O6P,DELUIIJGTFULDH-GJEZKOHMSA-N,30765
SM(d19:1/18:0),Sphingolipids,Sphingomyelins,N-(octadecanoyl)-nonadecasphing-4-enine-1-phosphocholine,SM(d19:1/18:0); N-(octadecanoyl)-nonadecasphing-4-enine-1-phosphocholine; LMSP03010056; SM(d19:1/18:0); N-(octadecanoyl)-nonadecasphing-4-enine-1-phosphocholine,52931173,744.614526,C42H85N2O6P,NOYQZHGWDLGLMO-MAJDXUCPSA-N,30770
SM(d19:1/20:0),Sphingolipids,Sphingomyelins,N-(eicosanoyl)-nonadecasphing-4-enine-1-phosphocholine,SM(d19:1/20:0); N-(eicosanoyl)-nonadecasphing-4-enine-1-phosphocholine; LMSP03010068; SM(d19:1/20:0); N-(eicosanoyl)-nonadecasphing-4-enine-1-phosphocholine,52931195,772.645826,C44H89N2O6P,JZLHFUHATYARJO-QVDCKBILSA-N,30781
SM(d19:1/24:0),Sphingolipids,Sphingomyelins,N-(tetracosanoyl)-nonadecasphing-4-enine-1-phosphocholine,SM(d19:1/24:0); N-(tetracosanoyl)-nonadecasphing-4-enine-1-phosphocholine; LMSP03010086; SM(d19:1/24:0); N-(tetracosanoyl)-nonadecasphing-4-enine-1-phosphocholine,52931227,828.708426,C48H97N2O6P,DEAHJYCNYIJKGM-BXMSAMRLSA-N,30799
SM(d19:1/24:1),Sphingolipids,Sphingomyelins,N-(15Z-tetracosenoyl)-nonadecasphing-4-enine-1-phosphocholine,SM(d19:1/24:1); N-(15Z-tetracosenoyl)-nonadecasphing-4-enine-1-phosphocholine; LMSP03010084; SM(d19:1/24:1),52931223,826.692776,C48H95N2O6P,BJXQFQDUJVIUAH-XSFBYAMLSA-N,30797
SM(d20:0/24:1),Sphingolipids,Sphingomyelins,N-(15Z-tetracosenoyl)-eicosasphinganine-1-phosphocholine,SM(d20:0/24:1); N-(15Z-tetracosenoyl)-eicosasphinganine-1-phosphocholine; LMSP03010088; SM(d20:0/24:1); N-(15Z-tetracosenoyl)-eicosasphinganine-1-phosphocholine,52931231,842.724076,C49H99N2O6P,JWKOQODXKXAOQW-ALKNTWKZSA-N,30801
SM(d20:1/19:0),Sphingolipids,Sphingomyelins,N-(nonadecanoyl)-eicosasphing-4-enine-1-phosphocholine,SM(d20:1/19:0); N-(nonadecanoyl)-eicosasphing-4-enine-1-phosphocholine; LMSP03010069; SM(d20:1/19:0); N-(nonadecanoyl)-eicosasphing-4-enine-1-phosphocholine,52931197,772.645826,C44H89N2O6P,FLTXAPKFZKCZJQ-QVDCKBILSA-N,30782
SM(d20:1/23:0),Sphingolipids,Sphingomyelins,N-(tricosanoyl)-eicosasphing-4-enine-1-phosphocholine,SM(d20:1/23:0); N-(tricosanoyl)-eicosasphing-4-enine-1-phosphocholine; LMSP03010087; SM(d20:1/23:0); N-(tricosanoyl)-eicosasphing-4-enine-1-phosphocholine,52931229,828.708426,C48H97N2O6P,BIVDVQLKILWMLN-BXMSAMRLSA-N,30800
SM(d20:1/26:0),Sphingolipids,Sphingomyelins,,,,870.755376,C51H103N2O6P,,
SM(d22:0/17:1),Sphingolipids,Sphingomyelins,,,,772.645826,C44H89N2O6P,,
SM(d30:1),Sphingolipids,Sphingomyelins,,,,646.504976,C35H71N2O6P,,
SM(d31:0),Sphingolipids,Sphingomyelins,,,,662.536276,C36H75N2O6P,,
SM(d31:1),Sphingolipids,Sphingomyelins,,,,660.520626,C36H73N2O6P,,
SM(d32:0),Sphingolipids,Sphingomyelins,,,,676.551926,C37H77N2O6P,,
SM(d32:1),Sphingolipids,Sphingomyelins,,SM(d32:1),,674.536276,C37H75N2O6P,,
SM(d32:2),Sphingolipids,Sphingomyelins,,SM(d32:2),,672.520626,C37H73N2O6P,,
SM(d33:0),Sphingolipids,Sphingomyelins,,,,690.567576,C38H79N2O6P,,
SM(d33:1),Sphingolipids,Sphingomyelins,,SM(d33:1),,688.551926,C38H77N2O6P,,
SM(d33:2),Sphingolipids,Sphingomyelins,,,,686.536276,C38H75N2O6P,,
SM(d34:0),Sphingolipids,Sphingomyelins,,SM(d34:0),,704.583226,C39H81N2O6P,,
SM(d34:1),Sphingolipids,Sphingomyelins,,SM(d34:1),,702.567576,C39H79N2O6P,,
SM(d34:2),Sphingolipids,Sphingomyelins,,SM(d34:2),,700.551926,C39H77N2O6P,,
SM(d35:0),Sphingolipids,Sphingomyelins,,,,718.598876,C40H83N2O6P,,
SM(d35:1),Sphingolipids,Sphingomyelins,,,,716.583226,C40H81N2O6P,,
SM(d35:2),Sphingolipids,Sphingomyelins,,,,714.567576,C40H79N2O6P,,
SM(d36:0),Sphingolipids,Sphingomyelins,,SM(d36:0),,732.614526,C41H85N2O6P,,
SM(d36:1),Sphingolipids,Sphingomyelins,,SM(d36:1),,730.598876,C41H83N2O6P,,
SM(d36:2),Sphingolipids,Sphingomyelins,,SM(d36:2),,728.583226,C41H81N2O6P,,
SM(d36:3),Sphingolipids,Sphingomyelins,,,,726.567576,C41H79N2O6P,,
SM(d37:1),Sphingolipids,Sphingomyelins,,,,744.614526,C42H85N2O6P,,
SM(d37:2),Sphingolipids,Sphingomyelins,,,,742.598876,C42H83N2O6P,,
SM(d38:0),Sphingolipids,Sphingomyelins,,,,760.645826,C43H89N2O6P,,
SM(d38:1),Sphingolipids,Sphingomyelins,,SM(d38:1),,758.630176,C43H87N2O6P,,
SM(d38:2),Sphingolipids,Sphingomyelins,,SM(d38:2),,756.614526,C43H85N2O6P,,
SM(d38:3),Sphingolipids,Sphingomyelins,,,,754.598876,C43H83N2O6P,,
SM(d39:1),Sphingolipids,Sphingomyelins,,,,772.645826,C44H89N2O6P,,
SM(d39:2),Sphingolipids,Sphingomyelins,,,,770.630176,C44H87N2O6P,,
SM(d39:4),Sphingolipids,Sphingomyelins,,,,766.598876,C44H83N2O6P,,
SM(d40:0),Sphingolipids,Sphingomyelins,,SM(d40:0),,788.677126,C45H93N2O6P,,
SM(d40:1),Sphingolipids,Sphingomyelins,,SM(d40:1),,786.661476,C45H91N2O6P,,
SM(d40:2),Sphingolipids,Sphingomyelins,,SM(d40:2),,784.645826,C45H89N2O6P,,
SM(d40:3),Sphingolipids,Sphingomyelins,,SM(d40:3),,782.630176,C45H87N2O6P,,
SM(d40:4),Sphingolipids,Sphingomyelins,,,,780.614526,C45H85N2O6P,,
SM(d41:1),Sphingolipids,Sphingomyelins,,SM(d41:1),,800.677126,C46H93N2O6P,,
SM(d41:2),Sphingolipids,Sphingomyelins,,SM(d41:2),,798.661476,C46H91N2O6P,,
SM(d41:3),Sphingolipids,Sphingomyelins,,,,796.645826,C46H89N2O6P,,
SM(d41:4),Sphingolipids,Sphingomyelins,,,,794.630176,C46H87N2O6P,,
SM(d42:0),Sphingolipids,Sphingomyelins,,,,816.708426,C47H97N2O6P,,
SM(d42:1),Sphingolipids,Sphingomyelins,,SM(d42:1),,814.692776,C47H95N2O6P,,
SM(d42:2),Sphingolipids,Sphingomyelins,,SM(d42:2),,812.677126,C47H93N2O6P,,
SM(d42:3),Sphingolipids,Sphingomyelins,,SM(d42:3),,810.661476,C47H91N2O6P,,
SM(d42:4),Sphingolipids,Sphingomyelins,,,,808.645826,C47H89N2O6P,,
SM(d42:5),Sphingolipids,Sphingomyelins,,,,806.630176,C47H87N2O6P,,
SM(d43:1),Sphingolipids,Sphingomyelins,,,,828.708426,C48H97N2O6P,,
SM(d43:2),Sphingolipids,Sphingomyelins,,SM(d43:2),,826.692776,C48H95N2O6P,,
SM(d43:3),Sphingolipids,Sphingomyelins,,,,824.677126,C48H93N2O6P,,
SM(d44:1),Sphingolipids,Sphingomyelins,,,,842.724076,C49H99N2O6P,,
SM(d44:2),Sphingolipids,Sphingomyelins,,SM(d44:2),,840.708426,C49H97N2O6P,,
SM(d44:3),Sphingolipids,Sphingomyelins,,,,838.692776,C49H95N2O6P,,
SM(t18:1/14:1),Sphingolipids,Sphingomyelins,,,,688.515541,C37H73N2O7P,,
SM(t18:1/16:1),Sphingolipids,Sphingomyelins,,,,716.546841,C39H77N2O7P,,
SM(t18:1/22:1),Sphingolipids,Sphingomyelins,,,,800.640741,C45H89N2O7P,,
SM(t18:1/22:2),Sphingolipids,Sphingomyelins,,,,798.625091,C45H87N2O7P,,
SM(t18:1/24:1),Sphingolipids,Sphingomyelins,,,,828.672041,C47H93N2O7P,,
Sulfatide(d18:1/16:0),Sphingolipids,Sulfatides,(3'-sulfo)Galbeta-Cer(d18:1/16:0),"C16 Sulfatide; (3'-sulfo)Galbeta-Cer(d18:1/16:0); C16 Sulfatide; Sulfatide (d18:1/16:0); HMDB12313; LMSP06020002; 3-O-Sulfogalactosylceramide (d18:1/16:0); N-{(2S,3R,4E)-3-Hydroxy-1-[(3-O-sulfo-beta-D-galactopyranosyl)oxy]-4-octadecen-2-yl}hexadecanamide; Hexade",24779578,779.521736,C40H77NO11S,CJGVDSGIQZDLDO-BMYWYRRPSA-N,34346
Sulfatide(d18:1/18:0),Sphingolipids,Sulfatides,(3'-sulfo)Galbeta-Cer(d18:1/18:0),"C18 Sulfatide; (3'-sulfo)Galbeta-Cer(d18:1/18:0); C18 Sulfatide; C18 Sulfatide; AC1NY9KQ; Sulfatide (d18:1/18:0); HMDB12314; LMSP06020001; (3'-sulfo)GalBeta-Cer(d18:1/18:0); 3-O-Sulfogalactosylceramide (d18:1/18:0); N-{(2S,3R,4E)-3-Hydroxy-1-[(3-O-sulfo-beta-D-thr",5771775,807.553036,C42H81NO11S,GQQZXRPXBDJABR-XMDONHODSA-N,34345
Sulfatide(d18:1/20:0),Sphingolipids,Sulfatides,(3'-sulfo)Galbeta-Cer(d18:1/20:0),C20 Sulfatide; (3'-sulfo)Galbeta-Cer(d18:1/20:0); C20 Sulfatide; C20 Sulfatide; Sulfatide (d18:1/20:0); HMDB12315; LMSP06020010; (3'-sulfo)Galbeta-Cer(d18:1/20:0); 3-O-Sulfogalactosylceramide (d18:1/20:0),24779583,835.584336,C44H85NO11S,AURCBSWGPREGRQ-VGNRXBDKSA-N,34351
Sulfatide(d18:1/22:0),Sphingolipids,Sulfatides,(3'-sulfo)Galbeta-Cer(d18:1/22:0),C22 Sulfatide; (3'-sulfo)Galbeta-Cer(d18:1/22:0); C22 Sulfatide; C22 Sulfatide; Sulfatide (d18:1/22:0); HMDB12316; LMSP06020009; (3'-sulfo)Galbeta-Cer(d18:1/22:0); 3-O-Sulfogalactosylceramide (d18:1/22:0),24779582,863.615636,C46H89NO11S,UAKYQMHTPLVMJD-GJOJTGTQSA-N,34350
Sulfatide(d18:1/24:0),Sphingolipids,Sulfatides,(3'-sulfo)Galbeta-Cer(d18:1/24:0),C24 Sulfatide; (3'-sulfo)Galbeta-Cer(d18:1/24:0); C24 Sulfatide; C24 Sulfatide; LMSP06020013; (3'-sulfo)Galbeta-Cer(d18:1/24:0),24779585,891.646936,C48H93NO11S,MEAZTWJVOWHKJM-YQTIZROBSA-N,34353
Sulfatide(d18:1/24:1),Sphingolipids,Sulfatides,(3'-sulfo)Galbeta-Cer(d18:1/24:1(15Z)),"C24:1 Sulfatide; (3'-sulfo)Galbeta-Cer(d18:1/24:1(15Z)); C24:1 Sulfatide; HMDB12318; LMSP06020015; Sulfatide (d18:1/24:1(15Z)); (15Z)-N-{(2S,3R,4E)-3-Hydroxy-1-[(3-O-sulfo-beta-D-galactopyranosyl)oxy]-4-octadecen-2-yl}-15-tetracosenamide; 15-Tetracosenamide, N-",24779587,889.631286,C48H91NO11S,ZZQWQNAZXFNSEP-YEWIENRVSA-N,34355
Sulfatide(d30:0),Sphingolipids,Sulfatides,,,,725.474786,C36H71NO11S,,
Sulfatide(d30:1),Sphingolipids,Sulfatides,,,,723.459136,C36H69NO11S,,
Sulfatide(d32:0),Sphingolipids,Sulfatides,,,,753.506086,C38H75NO11S,,
Sulfatide(d32:1),Sphingolipids,Sulfatides,,,,751.490436,C38H73NO11S,,
Sulfatide(d32:2),Sphingolipids,Sulfatides,,,,749.474786,C38H71NO11S,,
Sulfatide(d34:0),Sphingolipids,Sulfatides,,,,781.537386,C40H79NO11S,,
Sulfatide(d34:1),Sphingolipids,Sulfatides,,,,779.521736,C40H77NO11S,,
Sulfatide(d34:2),Sphingolipids,Sulfatides,,,,777.506086,C40H75NO11S,,
Sulfatide(d36:0),Sphingolipids,Sulfatides,,,,809.568686,C42H83NO11S,,
Sulfatide(d36:1),Sphingolipids,Sulfatides,,,,807.553036,C42H81NO11S,,
Sulfatide(d36:2),Sphingolipids,Sulfatides,,,,805.537386,C42H79NO11S,,
Sulfatide(d36:3),Sphingolipids,Sulfatides,,,,803.521736,C42H77NO11S,,
Sulfatide(d38:0),Sphingolipids,Sulfatides,,,,837.599986,C44H87NO11S,,
Sulfatide(d38:1),Sphingolipids,Sulfatides,,,,835.584336,C44H85NO11S,,
Sulfatide(d38:2),Sphingolipids,Sulfatides,,,,833.568686,C44H83NO11S,,
Sulfatide(d38:3),Sphingolipids,Sulfatides,,,,831.553036,C44H81NO11S,,
Sulfatide(d38:4),Sphingolipids,Sulfatides,,,,829.537386,C44H79NO11S,,
Sulfatide(d40:0),Sphingolipids,Sulfatides,,,,865.631286,C46H91NO11S,,
Sulfatide(d40:1),Sphingolipids,Sulfatides,,,,863.615636,C46H89NO11S,,
Sulfatide(d40:2),Sphingolipids,Sulfatides,,,,861.599986,C46H87NO11S,,
Sulfatide(d40:3),Sphingolipids,Sulfatides,,,,859.584336,C46H85NO11S,,
Sulfatide(d40:4),Sphingolipids,Sulfatides,,,,857.568686,C46H83NO11S,,
Sulfatide(d42:0),Sphingolipids,Sulfatides,,,,893.662586,C48H95NO11S,,
Sulfatide(d42:1),Sphingolipids,Sulfatides,,,,891.646936,C48H93NO11S,,
Sulfatide(d42:2),Sphingolipids,Sulfatides,,,,889.631286,C48H91NO11S,,
Sulfatide(d42:3),Sphingolipids,Sulfatides,,,,887.615636,C48H89NO11S,,
Sulfatide(d42:4),Sphingolipids,Sulfatides,,,,885.599986,C48H87NO11S,,
Sulfatide(d44:0),Sphingolipids,Sulfatides,,,,921.693886,C50H99NO11S,,
Sulfatide(d44:1),Sphingolipids,Sulfatides,,,,919.678236,C50H97NO11S,,
Sulfatide(d44:4),Sphingolipids,Sulfatides,,,,913.631286,C50H91NO11S,,
11-Oxo-androsterone glucuronide,Steroid conjugates,Glucuronides,,"11-Oxo-androsterone glucuronide; N; 11-Oxo-androsterone glucuronide; LMST05010032; 11,17-Dioxoandrostan-3-yl hexopyranosiduronic acid; Androstane-11,17-dione, 3-(hexopyranuronosyloxy)-",44263359,480.235935,C25H36O9,QTXWOOLAHRQMGZ-KYRWCVLKSA-N,36929
"15-hydroxynorandrostene-3,17-dione glucuronide",Steroid conjugates,Glucuronides,,"15-hydroxynorandrostene-3,17-dione glucuronide",44263360,464.204635,C24H32O9,ADQUXZRKOKKULD-CZOXBATISA-N,36930
17beta-estradiol 17-glucosiduronic acid,Steroid conjugates,Glucuronides,"3-hydroxyestra-1,3,5(10)-trien-17beta-yl beta-D-glucopyranosiduronic acid","17beta-estradiol 17-glucosiduronic acid; 3-hydroxyestra-1,3,5(10)-trien-17beta-yl beta-D-glucopyranosiduronic acid; 17beta-Estradiol 17-(beta-D-glucuronide); Estradiol-17beta-glucuronide; Glucuronosylestradiol; Glucuronosylestradiol; Estradiol-17beta-glucuro",5281887,448.20972,C24H32O8,MTKNDAQYHASLID-QXYWQCSFSA-N,36922
2-Methoxy-estradiol-17beta 3-glucuronide,Steroid conjugates,Glucuronides,"2-methoxy-estra-1,3,5(10)-triene-3,17beta-diol 3-D-glucuronide","2-Methoxy-estradiol-17beta 3-glucuronide; 2-methoxy-estra-1,3,5(10)-triene-3,17beta-diol 3-D-glucuronide; 2-Methoxy-estradiol-17beta 3-glucuronide; C11131; AC1L9E05; SCHEMBL7064738; CHEBI:36491; HMDB06765; LMST05010009; 2-Methoxy-estradiol-17b 3-glucuronide; 2-met",443076,478.220285,C25H34O9,LLCPFVIBUZJITJ-GVEMAFOVSA-N,36907
2-Methoxyestrone 3-glucuronide,Steroid conjugates,Glucuronides,"2-methoxy,3-hydroxy-estra-1,3,5(10)-trien-17-one 3-D-glucuronide","2-Methoxyestrone 3-glucuronide; 2-methoxy,3-hydroxy-estra-1,3,5(10)-trien-17-one 3-D-glucuronide; 2-Methoxyestrone 3-glucuronide; AC1L9E08; CHEBI:37450; LMST05010010; C11132; 2-Methoxy-17-oxoestra-1,3,5(10)-trien-3-yl beta-D-glucopyranosiduronic acid; Estra-1,3,",443077,476.204635,C25H32O9,NZTHZDNDYACBSX-FJNWEKAQSA-N,36908
4-Hydroxyandrostenedione glucuronide,Steroid conjugates,Glucuronides,,4-Hydroxyandrostenedione glucuronide,44263364,478.220285,C25H34O9,JIKFCHILHFFTSH-YALXHDRVSA-N,36937
Androsterone 3-glucuronide,Steroid conjugates,Glucuronides,3alpha-hydroxy-5alpha-androstan-17-one 3-D-glucuronide,Androsterone 3-glucuronide; 3alpha-hydroxy-5alpha-androstan-17-one 3-D-glucuronide; Androsterone glucuronide; Androsterone glucosiduronate; Androsterone 3-glucuronide; Etiocholanolone glucuronide; androsterone glucuronoside; Androsterone monoglucosiduronate; NSC,114833,466.25667,C25H38O8,VFUIRAVTUVCQTF-BSOWLZGZSA-N,36911
Cholesterol glucuronide,Steroid conjugates,Glucuronides,,"Cholesterol glucuronide; Cholesterol glucuronide; SCHEMBL416588; LMST05010043; (8xi,9xi,14xi,17xi)-Cholest-5-en-3-yl beta-D-glucopyranosiduronic acid; beta-D-Glucopyranosiduronic acid, (8xi,9xi,14xi,17xi)-cholest-5-en-3-yl",44263367,562.386955,C33H54O7,IJLBJBCDNYOWPJ-MVMUGOIMSA-N,36940
Cholic acid glucuronide,Steroid conjugates,Glucuronides,,"Cholic acid glucuronide; Cholic acid glucuronide; Cholate glucuronide; Cholic acid 3-o-glucuronide; SCHEMBL1656548; HMDB02577; LMST05010044; Cholan-24-oic acid, 3-(beta-D-glucopyranuronosyloxy)-7,12-dihydroxy-, (3alpha,5beta,7alpha,8xi,12alpha)-; (3alpha,5beta,7",21252309,584.319665,C30H48O11,RBLDVEUUCHVWMW-SXYQVCRBSA-N,36941
Deoxycholic acid 3-glucuronide,Steroid conjugates,Glucuronides,,Deoxycholic acid 3-glucuronide; Deoxycholic acid 3-glucuronide; LMST05010046,44263368,568.32475,C30H48O10,NNEIBJNHWVDJBA-GYSLYLNXSA-N,36943
Estrone 3-glucuronide,Steroid conjugates,Glucuronides,"3-hydroxy-estra-1,3,5(10)-trien-17-one 3-D-glucuronide","Estrone 3-glucuronide; 3-hydroxy-estra-1,3,5(10)-trien-17-one 3-D-glucuronide; Estrone glucuronide; Estrone 3-glucuronide; ESTRONE BETA-D-GLUCURONIDE; Estrone-3-glucuronide; Estrone-3-glucosiduronate; AC1L3GTH; AC1Q6O9N; 17-Oxoestra-1,3,5(10)-trien-3-yl beta-D-gl",115255,446.19407,C24H30O8,FJAZVHYPASAQKM-JBAURARKSA-N,36909
Pregnanediol-3-glucuronide,Steroid conjugates,Glucuronides,,"Pregnanediol-3-glucuronide; Pregnanediol-3-glucuronide; 5|A-Pregnane-3|A,20|A-diol glucuronide; Pregnanediol glucuronide; Pregnanediol 3-Glucuronide; AC1L3XB4; Pregnanediol-3|A-Glucuronide; Pregnanediol-3|A-Glucuronoside; Pregnanediol-3alpha-glucuronide; beta-D-G",44263371,496.30362,C27H44O8,ZFFFJLDTCLJDHL-JQYCEVDMSA-N,36946
Testosterone glucuronide,Steroid conjugates,Glucuronides,17beta-hydroxyandrost-4-en-3-one 3-D-glucuronide,Testosterone glucuronide,108192,464.24102,C25H36O8,NIKZPECGCSUSBV-HMAFJQTKSA-N,36910
Glycocholic Acid,Steroid conjugates,Glycine conjugates,"N-(3alpha,7alpha,12alpha-trihydroxy-5beta-cholan-24-oyl)-glycine","Glycocholic Acid; N-(3alpha,7alpha,12alpha-trihydroxy-5beta-cholan-24-oyl)-glycine; Cholylglycine; Glycocholic acid; glycocholate; Cholylglycine; N-Choloylglycine; Glycine, N-choloyl-; UNII-G59NX3I3RT; CHEMBL411070; CHEBI:17687; Glycine, N-[(3alpha,5beta,7alpha,12a",10140,465.309039,C26H43NO6,RFDAIACWWDREDC-FRVQLJSFSA-N,36974
Glycodehydrocholic acid,Steroid conjugates,Glycine conjugates,,,,,,,
Glycodeoxycholic acid,Steroid conjugates,Glycine conjugates,"N-(3alpha,12alpha-dihydroxy-5beta-cholan-24-oyl)glycine","Glycodeoxycholic acid; N-(3alpha,12alpha-dihydroxy-5beta-cholan-24-oyl)glycine; Glycodeoxycholate; deoxycholic acid glycine conjugate; deoxycholylglycine; glycodeoxycholic acid; glycodesoxycholic acid; Glycodeoxycholate; glycodeoxycholic acid; Deoxycholylglyc",3035026,449.314124,C26H43NO5,WVULKSPCQVQLCU-BUXLTGKBSA-N,36978
Glycohyocholic acid,Steroid conjugates,Glycine conjugates,,,,,,,
Lithocholic acid glycine conjugate,Steroid conjugates,Glycine conjugates,,"Lithocholic acid glycine conjugate; N; Glycolithocholic acid; Lithocholylglycine; Lithocholic acid glycine conjugate; Glycolithocholate; CHEMBL258818; CHEBI:37998; Glycolithocholic acid (6CI,7CI); N-((3-alpha,5-beta)-3-Hydroxy-24-oxocholan-24-yl)glycine; Glycine,",115245,433.319209,C26H43NO4,XBSQTYHEGZTYJE-OETIFKLTSA-N,36981
Tetrahydrodeoxycorticosterone,Steroid conjugates,Glycine conjugates,,"Tetrahydrodeoxycorticosterone; Allotetrahydrodeoxycorticosterone; 5alpha-THDOC; Tetrahydrodeoxycorticosterone; 21-Hydroxyallopregnanolone; 3alpha,21-Dihydroxy-5alpha-pregnan-20-one; 5-alpha-THDOC; CHEMBL1256760; CHEBI:34461; Pregnan-20-one, 3,21-dihydroxy-, (3alp",101771,334.250795,C21H34O3,CYKYBWRSLLXBOW-GDYGHMJCSA-N,36985
Tetrahydrodeoxycortisol,Steroid conjugates,Glycine conjugates,,"Tetrahydrodeoxycortisol; Tetrahydro-11-deoxycortisol; 3alpha,17alpha,21-Trihydroxy-5beta-pregnan-20-one; Tetrahydrodeoxycortisol; 5beta-Pregnane-3alpha,17alpha,21-triol-20-one; AC1L23HD; SCHEMBL3449603; CHEBI:34352; HMDB05972; NSC53901; Pregnan-20-one, 3,17,21-tri",65555,350.24571,C21H34O4,UPTAPIKFKZGAGM-FAIYVORSSA-N,36986
Evasterioside E,Steroid conjugates,Other Steroid conjugates,"3beta,24S-di-(beta-D-xylopyranosyloxy)-5-alpha-cholestan-6beta,8,15alpha-triol","(20R,24S)-3,24-di-O-(beta-D-xylopyranosyl)-cholest-4-ene-3beta,6beta,8,15alpha,24-pentaol",52931561,716.434696,C37H64O13,RUJMEHNWWBTFFU-LHZQERGRSA-N,37008
17-Hydroxypregnenolone sulfate,Steroid conjugates,Steroid sulfates,,17-Hydroxypregnenolone sulfate; N; 17-Hydroxypregnenolone sulfate; 17alpha-Hydroxypregnenolone sulfate; 17-Hydroxypregnenolone 3-sulfate; AC1L49GJ; 17-hydroxypregnenolonesulfate; SCHEMBL1576875; 17-Hydroxy-pregnenolone sulfate; CTK1A6378; 17-Hydroxy-20-oxopregn-5,152971,412.191962,C21H32O6S,OMOKWYAQVYBHMG-QUPIPBJSSA-N,36962
2-Methoxyestrone 3-sulfate,Steroid conjugates,Steroid sulfates,"2-methoxy-3-hydroxy-estra-1,3,5(10)-trien-17-one 3-sulfate","2-Methoxyestrone 3-sulfate; 2-methoxy-3-hydroxy-estra-1,3,5(10)-trien-17-one 3-sulfate; 2-Methoxyestrone 3-sulfate; C08358; AC1L9B9D; CHEBI:1191; LMST05020006; 2-methoxy-3-hydroxy-estra-1,3,5(10)-trien-17-one 3-sulfate; Estra-1,3,5(10)-trien-17-one, 2-methoxy-3-",441485,380.129362,C19H24O6S,SCVLBAOQZXPGMZ-XXZHDZSNSA-N,36951
5alpha-androstane-3alpha-ol-17-one sulfate,Steroid conjugates,Steroid sulfates,3alpha-hydroxy-5alpha-androstan-17-one 3-sulfate,,159663,370.181397,C19H30O5S,ZMITXKRGXGRMKS-HLUDHZFRSA-N,36947
Chenodeoxycholic acid 3-sulfate,Steroid conjugates,Steroid sulfates,,Chenodeoxycholic acid 3-sulfate; Chenodeoxycholic acid 3-sulfate; 3-Sulfochenodeoxycholate; 3-Sulfochenodeoxycholic acid; Chenodeoxycholic acid 3a-sulfate; CTK1G7888; HMDB02586; Chenodeoxycholic acid 3-sulfic acid; LMST05020024; 3- - -7-hydroxyCholan-24-oicacid; (,21252312,472.249477,C24H40O7S,WHMOBEGYTDWMIG-BSWAIDMHSA-N,36965
Chenodeoxycholic acid disulfate,Steroid conjugates,Steroid sulfates,,Chenodeoxycholic acid disulfate; Chenodeoxycholic acid disulfate; HMDB00545; Chenodeoxycholic acid disulfic acid; LMST05020025,13990213,552.206294,C24H40O10S2,BWXSDJHAJWTEAD-BSWAIDMHSA-N,36966
Chenodeoxycholic acid sulfate,Steroid conjugates,Steroid sulfates,,"Chenodeoxycholic acid sulfate; Chenodeoxycholic acid sulfate; CTK1G8598; LMST05020026; AG-G-10364; (3a,5b,7a)-3-hydroxy-7-(sulfooxy)-cholan-24-oic acid; (3alpha,5beta,7alpha,8xi)-3-Hydroxy-7-(sulfooxy)cholan-24-oic acid; Cholan-24-oic acid, 3-hydroxy-7-(sulfoox",20849194,472.249477,C24H40O7S,DPVCTIYTPXYDMQ-BSWAIDMHSA-N,36967
Cholesterol sulfate,Steroid conjugates,Steroid sulfates,cholest-5-en-3beta-yl hydrogen sulfate,Cholesterol sulfate; cholest-5-en-3beta-yl hydrogen sulfate; CHOLEST-5-EN-3-YL HYDROGEN SULFATE; cholesterol sulfate; cholesteryl sulfate; Cholesterol sulfate; Cholesteryl sulfate; Cholesterol 3-sulfate; Cholest-5-en-3beta-ol sulfate; Chol-sulf; cholesterol sulp,65076,466.311682,C27H46O4S,BHYOQNUELFTYRT-DPAQBDIFSA-N,36958
Cortisol 21-sulfate,Steroid conjugates,Steroid sulfates,"11beta,17-dihydroxy-3,20-dioxopregn-4-en-21-yl hydrogen sulfate","cortisol 21-sulfate; 11beta,17-dihydroxy-3,20-dioxopregn-4-en-21-yl hydrogen sulfate; (11beta)-11,17-Dihydroxy-21-(sulfooxy)pregn-4-ene-3,20-dione; 11,17-Dihydroxy-4-pregnene-3,20-dione-21-yl-sulfate; Cortisol 21-sulfate; Cortisol-21-sulfate; cortisol 21-s",102172,442.166142,C21H30O8S,JOVLCJDINAUYJW-VWUMJDOOSA-N,36961
