Reaction abbreviation,Reaction name,Reaction formula,Pathway,Lower bound (mmol/gdw/hr),Upper bound (mmol/gdw/hr),Gene-reaction-association,Conifdence score,Eco IDA,sbo Term,EC number,Notes,Reference,,
'RE3500X','RE3500','h2o[x] + CE7109[x]  <=> CE7113[x] ','Eicosanoid metabolism',-1000,1000,'(2052.1)','0','',176,'3.3.2.9','','PMID:11034610',,
'RE3501C','RE3501','h2o[c] + CE7109[c]  <=> CE7112[c] ','Eicosanoid metabolism',-1000,1000,'(2053.1)','0','',176,'3.3.2.9','','PMID:11034610',,
'RE3501R','RE3501','h2o[r] + CE7109[r]  <=> CE7112[r] ','Eicosanoid metabolism',-1000,1000,'(2053.1)','0','',176,'3.3.2.9','','PMID:11034610',,
'RE3501X','RE3501','h2o[x] + CE7109[x]  <=> CE7112[x] ','Eicosanoid metabolism',-1000,1000,'(2052.1)','0','',176,'3.3.2.9','','PMID:11034610',,
'RE3502C','RE3502','nadp[c] + CE7085[c]  <=> h[c] + nadph[c] + CE7111[c] ','Eicosanoid metabolism',-1000,1000,'(2053.1)','0','',176,'1.1.1.184','','PMID:8847485',,
'RE3502X','RE3502','nadp[x] + CE7085[x]  <=> h[x] + nadph[x] + CE7111[x] ','Eicosanoid metabolism',-1000,1000,'(874.1) or (873.1)','0','',176,'1.1.1.184','','PMID:8847485',,
'RE3503C','RE3503','o2[c] + CE7090[c]  => h2o[c] + CE7110[c] ','Eicosanoid metabolism',0,1000,'(10901.1)','0','',176,'1.13.11.34','','PMID:11034610',,
'RE3503N','RE3503','o2[n] + CE7090[n]  => h2o[n] + CE7110[n] ','Eicosanoid metabolism',0,1000,'','0','',176,'1.13.11.34','','PMID:11034610',,
'RE3506C','RE3506','o2[c] + h[c] + nadph[c] + CE7083[c]  => h2o[c] + nadp[c] + CE7115[c] ','Eicosanoid metabolism',0,1000,'(240.1)','0','',176,'1.14.13.30','','PMID:8847485',,
'RE3506R','RE3506','o2[r] + h[r] + nadph[r] + CE7083[r]  => h2o[r] + nadp[r] + CE7115[r] ','Eicosanoid metabolism',0,1000,'','0','',176,'1.14.13.30','','PMID:8847485',,
'RE3511C','RE3511','amet[c] + C04308[c]  => ahcys[c] + pchol_hs[c] ','Glycerophospholipid metabolism',0,1000,'(8529.1) or (4051.1) or (126410.1)','0','',176,'2.1.1.17','IT - BiGG equivalent to C04308 is ptd2meeta_SC which has a yeast specific formula','PMID:12431977',,
'RE3511M','RE3511','amet[m] + C04308[m]  => ahcys[m] + pchol_hs[m] ','Glycerophospholipid metabolism',0,1000,'','0','',176,'2.1.1.17','IT - BiGG equivalent to C04308 is ptd2meeta_SC which has a yeast specific formula','PMID:12431977',,
'RE3511R','RE3511','amet[r] + C04308[r]  => ahcys[r] + pchol_hs[r] ','Glycerophospholipid metabolism',0,1000,'(10400.1)','0','',176,'2.1.1.17','IT - BiGG equivalent to C04308 is ptd2meeta_SC which has a yeast specific formula','PMID:12431977',,
'RE3513C','RE3513','o2[c] + 2 CE0347[c]  => 2 leuktrB4[c] ','Arachidonic acid metabolism',0,1000,'(10400.1)','0','',176,'1.13.11.34','',"'PMID:10224163,PMID:2377602,PMID:9837935'",,
'RE3513N','RE3513','o2[n] + 2 CE0347[n]  => 2 leuktrB4[n] ','Arachidonic acid metabolism',0,1000,'','0','',176,'1.13.11.34','',"'PMID:10224163,PMID:2377602,PMID:9837935'",,
'RE3513R','RE3513','o2[r] + 2 CE0347[r]  => 2 leuktrB4[r] ','Arachidonic acid metabolism',0,1000,'(240.1)','0','',176,'1.13.11.34','',"'PMID:10224163,PMID:2377602,PMID:9837935'",,
'RE3514C','RE3514','o2[c] + h[c] + nadph[c] + leuktrB4[c]  => h2o[c] + nadp[c] + CE6247[c] ','Arachidonic acid metabolism',0,1000,'','0','',176,'1.14.13.30','',"'PMID:10224163,PMID:2377602,PMID:9837935'",,
'RE3514R','RE3514','o2[r] + h[r] + nadph[r] + leuktrB4[r]  => h2o[r] + nadp[r] + CE6247[r] ','Arachidonic acid metabolism',0,1000,'','0','',176,'1.14.13.30','',"'PMID:10224163,PMID:2377602,PMID:9837935'",,
'RE3515C','RE3515','h[c] + C08276[c]  <=> ch4s[c] + acryl[c] ','Miscellaneous',-1000,1000,'(8529.1) or (4051.1) or (126410.1)','0','',176,'','','PMID:479166',,
'RE3518C','RE3518','o2[c] + h[c] + nadph[c] + C04849[c]  => h2o[c] + nadp[c] + CE6248[c] ','Arachidonic acid metabolism',0,1000,'','0','',176,'1.14.13.30','',"'PMID:10224163,PMID:2377602,PMID:9837935'",,
'RE3518R','RE3518','o2[r] + h[r] + nadph[r] + C04849[r]  => h2o[r] + nadp[r] + CE6248[r] ','Arachidonic acid metabolism',0,1000,'','0','',176,'1.14.13.30','',"'PMID:10224163,PMID:2377602,PMID:9837935'",,
'RE3519C','RE3519','h2o[c] + C04849[c]  <=> C04843[c] ','Arachidonic acid metabolism',-1000,1000,'(8529.1) or (4051.1) or (126410.1)','0','',176,'3.3.2.9','','PMID:3942774',,
'RE3519R','RE3519','h2o[r] + C04849[r]  <=> C04843[r] ','Arachidonic acid metabolism',-1000,1000,'(2053.1)','0','',176,'3.3.2.9','','PMID:3942774',,
'RE3519X','RE3519','h2o[x] + C04849[x]  <=> C04843[x] ','Arachidonic acid metabolism',-1000,1000,'(2052.1)','0','',176,'3.3.2.9','','PMID:3942774',,
'RE3520C','RE3520','C05965[c]  <=> C04849[c] ','Arachidonic acid metabolism',-1000,1000,'(2053.1)','0','',176,'1.11.1.9','',"'PMID:10224163,PMID:2377602,PMID:3942774,PMID:9837935'",,
'RE3520E','RE3520','C05965[e]  <=> C04849[e] ','Arachidonic acid metabolism',-1000,1000,'(2879.1)','0','',176,'1.11.1.9','',"'PMID:10224163,PMID:2377602,PMID:3942774,PMID:9837935'",,
'RE3520M','RE3520','C05965[m]  <=> C04849[m] ','Arachidonic acid metabolism',-1000,1000,'(2880.1) or (257202.1) or (2882.1) or (2878.1)','0','',176,'1.11.1.9','',"'PMID:10224163,PMID:2377602,PMID:3942774,PMID:9837935'",,
'RE3520N','RE3520','C05965[n]  <=> C04849[n] ','Arachidonic acid metabolism',-1000,1000,'(2876.1) or (2879.1)','0','',176,'1.11.1.9','',"'PMID:10224163,PMID:2377602,PMID:3942774,PMID:9837935'",,
'RE3521C','RE3521','gthrd[c] + C04849[c]  <=> CE6250[c] ','Arachidonic acid metabolism',-1000,1000,'(2879.1)','0','',176,'2.5.1.18','','PMID:9755286',,
'RE3521M','RE3521','gthrd[m] + C04849[m]  <=> CE6250[m] ','Arachidonic acid metabolism',-1000,1000,'','0','',176,'2.5.1.18','','PMID:9755286',,
'RE3521R','RE3521','gthrd[r] + C04849[r]  <=> CE6250[r] ','Arachidonic acid metabolism',-1000,1000,'(2954.1) or (4257.1) or (373156.1)','0','',176,'2.5.1.18','','PMID:9755286',,
'RE3521X','RE3521','gthrd[x] + C04849[x]  <=> CE6250[x] ','Arachidonic acid metabolism',-1000,1000,'(4259.1) or (4258.1) or (4257.1)','0','',176,'2.5.1.18','','PMID:9755286',,
'RE3522C','RE3522','o2[c] + h[c] + nadph[c] + CE0347[c]  => h2o[c] + nadp[c] + CE6251[c] ','Arachidonic acid metabolism',0,1000,'(373156.1)','0','',176,'1.14.13.30','','PMID:3040745',,
'RE3522R','RE3522','o2[r] + h[r] + nadph[r] + CE0347[r]  => h2o[r] + nadp[r] + CE6251[r] ','Arachidonic acid metabolism',0,1000,'','0','',176,'1.14.13.30','','PMID:3040745',,
'RE3524R','RE3524','prostgd2[r]  <=> h2o[r] + CE4876[r] ','Eicosanoid metabolism',-1000,1000,'(8529.1) or (4051.1) or (126410.1)','0','',176,'','','PMID:9755286',,
'RE3525C','RE3525','o2[c] + 2 C04805[c]  => 2 leuktrB4[c] ','Arachidonic acid metabolism',0,1000,'','0','',176,'1.13.11.31','',"'PMID:1326548,PMID:7929234'",,
'RE3525M','RE3525','o2[m] + 2 C04805[m]  => 2 leuktrB4[m] ','Arachidonic acid metabolism',0,1000,'(239.1)','0','',176,'1.13.11.31','',"'PMID:1326548,PMID:7929234'",,
'RE3525N','RE3525','o2[n] + 2 C04805[n]  => 2 leuktrB4[n] ','Arachidonic acid metabolism',0,1000,'','0','',176,'1.13.11.31','',"'PMID:1326548,PMID:7929234'",,
'RE3525R','RE3525','o2[r] + 2 C04805[r]  => 2 leuktrB4[r] ','Arachidonic acid metabolism',0,1000,'','0','',176,'1.13.11.31','',"'PMID:1326548,PMID:7929234'",,
'RE3525X','RE3525','o2[x] + 2 C04805[x]  => 2 leuktrB4[x] ','Arachidonic acid metabolism',0,1000,'','0','',176,'1.13.11.31','',"'PMID:1326548,PMID:7929234'",,
'RE3526C','RE3526','o2[c] + 2 CE2084[c]  => 2 CE7097[c] ','Arachidonic acid metabolism',0,1000,'','0','',176,'1.13.11.31','',"'PMID:1326548,PMID:7929234'",,
'RE3526M','RE3526','o2[m] + 2 CE2084[m]  => 2 CE7097[m] ','Arachidonic acid metabolism',0,1000,'(239.1)','0','',176,'1.13.11.31','',"'PMID:1326548,PMID:7929234'",,
'RE3526X','RE3526','o2[x] + 2 CE2084[x]  => 2 CE7097[x] ','Arachidonic acid metabolism',0,1000,'','0','',176,'1.13.11.31','',"'PMID:1326548,PMID:7929234'",,
'RE3532C','RE3532','gthrd[c] + CE6240[c]  <=> CE6241[c] ','Eicosanoid metabolism',-1000,1000,'','0','',176,'2.5.1.18','','PMID:9755286',,
'RE3532M','RE3532','gthrd[m] + CE6240[m]  <=> CE6241[m] ','Eicosanoid metabolism',-1000,1000,'','0','',176,'2.5.1.18','','PMID:9755286',,
'RE3532R','RE3532','gthrd[r] + CE6240[r]  <=> CE6241[r] ','Eicosanoid metabolism',-1000,1000,'(2954.1) or (4257.1) or (373156.1)','0','',176,'2.5.1.18','','PMID:9755286',,
'RE3533C','RE3533','gthrd[c] + C05957[c]  <=> CE6242[c] ','Eicosanoid metabolism',-1000,1000,'(4259.1) or (4258.1) or (4257.1)','0','',176,'2.5.1.18','','PMID:9755286',,
'RE3533M','RE3533','gthrd[m] + C05957[m]  <=> CE6242[m] ','Eicosanoid metabolism',-1000,1000,'','0','',176,'2.5.1.18','','PMID:9755286',,
'RE3533R','RE3533','gthrd[r] + C05957[r]  <=> CE6242[r] ','Eicosanoid metabolism',-1000,1000,'(2954.1) or (4257.1) or (373156.1)','0','',176,'2.5.1.18','','PMID:9755286',,
'RE3534C','RE3534','gthrd[c] + CE4876[c]  <=> CE6243[c] ','Eicosanoid metabolism',-1000,1000,'(4259.1) or (4258.1) or (4257.1)','0','',176,'2.5.1.18','','PMID:9755286',,
'RE3534M','RE3534','gthrd[m] + CE4876[m]  <=> CE6243[m] ','Eicosanoid metabolism',-1000,1000,'','0','',176,'2.5.1.18','','PMID:9755286',,
'RE3534R','RE3534','gthrd[r] + CE4876[r]  <=> CE6243[r] ','Eicosanoid metabolism',-1000,1000,'(2954.1) or (4257.1) or (373156.1)','0','',176,'2.5.1.18','','PMID:9755286',,
'RE3535R','RE3535','2 h[r] + prostgd2[r]  <=> h2o[r] + CE6240[r] ','Eicosanoid metabolism',-1000,1000,'(4259.1) or (4258.1) or (4257.1)','0','',176,'','','PMID:9755286',,
'RE3536C','RE3536','h[c] + nadph[c] + CE6243[c]  <=> nadp[c] + CE6245[c] ','Eicosanoid metabolism',-1000,1000,'','0','',176,'1.1.1.188','','PMID:9755286',,
'RE3537C','RE3537','h[c] + nadph[c] + CE6241[c]  <=> nadp[c] + CE6244[c] ','Eicosanoid metabolism',-1000,1000,'','0','',176,'1.1.1.188','','PMID:9755286',,
'RE3550X','RE3550','h[x] + o2[x] + nadph[x] + leuktrE4[x]  => h2o[x] + nadp[x] + C03577[x] ','Eicosanoid metabolism',0,1000,'','0','',176,'1.14.13.34','','PMID:12054595',,
'RE3551X','RE3551','nad[x] + C03577[x]  <=> h[x] + nadh[x] + CE5994[x] ','Eicosanoid metabolism',-1000,1000,'','0','',176,'1.1.1.1','','PMID:12054595',,
'RE3552X','RE3552','nad[x] + h2o[x] + CE5994[x]  <=> 2 h[x] + nadh[x] + CE5995[x] ','Eicosanoid metabolism',-1000,1000,'','0','',176,'1.2.1.3','','PMID:12054595',,
'RE3554C','RE3554','gthrd[c] + HC02203[c]  <=> CE6235[c] ','Eicosanoid metabolism',-1000,1000,'','0','',176,'2.5.1.18','','PMID:9755286',,
'RE3554M','RE3554','gthrd[m] + C05953[m]  <=> CE6235[m] ','Eicosanoid metabolism',-1000,1000,'','0','',176,'2.5.1.18','','PMID:9755286',,
'RE3554R','RE3554','gthrd[r] + C05953[r]  <=> CE6235[r] ','Eicosanoid metabolism',-1000,1000,'(2954.1) or (4257.1) or (373156.1)','0','',176,'2.5.1.18','','PMID:9755286',,
'RE3556C','RE3556','HC02202[c]  <=> HC02206[c] ','Eicosanoid metabolism',-1000,1000,'(4259.1) or (4258.1) or (4257.1)','0','',176,'','','PMID:234423',,
'RE3557C','RE3557','gthrd[c] + HC02202[c]  <=> C11304[c] ','Eicosanoid metabolism',-1000,1000,'','0','',176,'2.5.1.18','','PMID:9755286',,
'RE3557M','RE3557','gthrd[m] + C04685[m]  <=> C11304[m] ','Eicosanoid metabolism',-1000,1000,'','0','',176,'2.5.1.18','','PMID:9755286',,
'RE3557R','RE3557','gthrd[r] + C04685[r]  <=> C11304[r] ','Eicosanoid metabolism',-1000,1000,'(2954.1) or (4257.1) or (373156.1)','0','',176,'2.5.1.18','','PMID:9755286',,
'RE3559M','RE3559','coa[m] + CE6183[m]  <=> accoa[m] + CE6184[m] ','Eicosanoid metabolism',-1000,1000,'(4259.1) or (4258.1) or (4257.1)','0','',176,'2.3.1.16','','PMID:12054595',,
'RE3559X','RE3559','coa[x] + CE6183[x]  <=> accoa[x] + CE6184[x] ','Eicosanoid metabolism',-1000,1000,'(10449.1) or (3032.1) or (3030.1)','0','',176,'2.3.1.16','','PMID:12054595',,
'RE3560C','RE3560','h2o[c] + CE6184[c]  <=> h[c] + coa[c] + CE6185[c] ','Eicosanoid metabolism',-1000,1000,'(30.1)','0','',176,'3.1.2.2','','PMID:11673457',,
'RE3560M','RE3560','h2o[m] + CE6184[m]  <=> h[m] + coa[m] + CE6185[m] ','Eicosanoid metabolism',-1000,1000,'(641372.1) or (641371.1) or (570.1)','0','',176,'3.1.2.2','IT - fixed proton','PMID:11673457',,
'RE3560X','RE3560','h2o[x] + CE6184[x]  <=> h[x] + coa[x] + CE6185[x] ','Eicosanoid metabolism',-1000,1000,'(10965.1) or (11332.1)','0','',176,'3.1.2.2','IT - fixed proton','PMID:11673457',,
'RE3561M','RE3561','o2[m] + CE6182[m]  => h2o2[m] + CE6186[m] ','Eicosanoid metabolism',0,1000,'(10005.1) or (122970.1) or (570.1)','0','',176,'1.3.3.6','','PMID:12054595',,
'RE3561X','RE3561','o2[x] + CE6182[x]  => h2o2[x] + CE6186[x] ','Eicosanoid metabolism',0,1000,'(51.1)','0','',176,'1.3.3.6','','PMID:12054595',,
'RE3562C','RE3562','atp[c] + coa[c] + CE2054[c]  <=> amp[c] + ppi[c] + CE6182[c] ','Eicosanoid metabolism',-1000,1000,'(8310.1) or (30.1) or (8309.1) or (51.1)','0','',176,'6.2.1.3','','PMID:9784915',,
'RE3562M','RE3562','coa[m] + atp[m] + CE2054[m]  <=> amp[m] + ppi[m] + CE6182[m] ','Eicosanoid metabolism',-1000,1000,'(23305.1)','0','',176,'6.2.1.3','IT - fixed proton','PMID:9784915',,
'RE3562R','RE3562','atp[r] + coa[r] + CE2054[r]  <=> amp[r] + ppi[r] + CE6182[r] ','Eicosanoid metabolism',-1000,1000,'(2182.1) or (2181.1) or (2180.1) or (51703.1) or (23305.1)','0','',176,'6.2.1.3','IT - fixed proton','PMID:9784915',,
'RE3562X','RE3562','coa[x] + atp[x] + CE2054[x]  <=> amp[x] + ppi[x] + CE6182[x] ','Eicosanoid metabolism',-1000,1000,'(11001.1) or (2182.1) or (2181.1) or (2180.1) or (51703.1) or (23305.1)','0','',176,'6.2.1.3','IT - fixed proton','PMID:9784915',,
'RE3563M','RE3563','h2o[m] + CE6186[m]  <=> CE6187[m] ','Eicosanoid metabolism',-1000,1000,'(11001.1) or (2182.1) or (2181.1) or (2180.1) or (51703.1) or (23305.1)','0','',176,'4.2.1.17','','PMID:12054595',,
'RE3563X','RE3563','h2o[x] + CE6186[x]  <=> CE6187[x] ','Eicosanoid metabolism',-1000,1000,'(1892.1) or (3030.1) or (1962.1) or (3032.1)','0','',176,'4.2.1.17','','PMID:12054595',,
'RE3564C','RE3564','nad[c] + CE6187[c]  <=> h[c] + nadh[c] + CE6183[c] ','Eicosanoid metabolism',-1000,1000,'(1962.1)','0','',176,'1.1.1.35','','PMID:12054595',,
'RE3564M','RE3564','nad[m] + CE6187[m]  <=> h[m] + nadh[m] + CE6183[m] ','Eicosanoid metabolism',-1000,1000,'(3028.1)','0','',176,'1.1.1.35','','PMID:12054595',,
'RE3564X','RE3564','nad[x] + CE6187[x]  <=> h[x] + nadh[x] + CE6183[x] ','Eicosanoid metabolism',-1000,1000,'(3295.1) or (1962.1) or (3033.1) or (3028.1)','0','',176,'1.1.1.35','','PMID:12054595',,
'RE3565C','RE3565','HC02206[c]  <=> HC02204[c] ','Eicosanoid metabolism',-1000,1000,'(3295.1) or (1962.1)','0','',176,'5.3.3.9','','PMID:234423',,
'RE3566C','RE3566','HC02203[c]  <=> HC02207[c] ','Eicosanoid metabolism',-1000,1000,'','0','',176,'','','PMID:234423',,
'RE3567C','RE3567','HC02207[c]  <=> HC02205[c] ','Eicosanoid metabolism',-1000,1000,'','0','',176,'5.3.3.9','','PMID:234423',,
'RE3568C','RE3568','prostge1[c]  <=> h2o[c] + HC02202[c] ','Eicosanoid metabolism',-1000,1000,'','0','',176,'','','PMID:234423',,
'RE3570C','RE3570','2 h[c] + CE6230[c]  <=> h2o[c] + CE2537[c] ','Eicosanoid metabolism',-1000,1000,'','0','',176,'','',"'PMID:10617998,PMID:1329675'",,
'RE3571C','RE3571','2 o2[c] + CE2516[c]  => CE6232[c] ','Eicosanoid metabolism',0,1000,'','0','',176,'1.14.99.1','',"'PMID:9115911,PMID:9732298'",,
'RE3571R','RE3571','2 o2[r] + CE2516[r]  => CE6232[r] ','Eicosanoid metabolism',0,1000,'','0','',176,'1.14.99.1','',"'PMID:9115911,PMID:9732298'",,
'RE3572X','RE3572','h[x] + nadh[x] + CE6189[x]  <=> nad[x] + CE6192[x] ','Eicosanoid metabolism',-1000,1000,'(5742.1) or (5743.1)','0','',176,'1.1.1.35','','PMID:12054595',,
'RE3573X','RE3573','h[x] + nadh[x] + CE6198[x]  <=> nad[x] + CE6226[x] ','Eicosanoid metabolism',-1000,1000,'(3295.1) or (1962.1)','0','',176,'1.1.1.35','','PMID:12054595',,
'RE3574X','RE3574','h2o[x] + CE6188[x]  <=> h[x] + coa[x] + CE6193[x] ','Eicosanoid metabolism',-1000,1000,'(3295.1) or (1962.1)','0','',176,'3.1.2.2','IT - fixed proton','PMID:11673457',,
'RE3575X','RE3575','coa[x] + CE6189[x]  <=> accoa[x] + CE6188[x] ','Eicosanoid metabolism',-1000,1000,'(10005.1) or (122970.1) or (570.1)','0','',176,'2.3.1.16','','PMID:12054595',,
'RE3576X','RE3576','o2[x] + CE6190[x]  => h2o2[x] + CE6191[x] ','Eicosanoid metabolism',0,1000,'(30.1)','0','',176,'1.3.3.6','','PMID:12054595',,
'RE3577X','RE3577','coa[x] + atp[x] + CE5995[x]  <=> amp[x] + ppi[x] + CE6190[x] ','Eicosanoid metabolism',-1000,1000,'(8310.1) or (30.1) or (8309.1) or (51.1)','0','',176,'6.2.1.3','IT - fixed proton','PMID:9784915',,
'RE3578X','RE3578','h2o[x] + CE6191[x]  <=> CE6192[x] ','Eicosanoid metabolism',-1000,1000,'(11001.1) or (2182.1) or (2181.1) or (2180.1) or (51703.1) or (23305.1)','0','',176,'4.2.1.17','','PMID:12054595',,
'RE3580X','RE3580','o2[x] + CE6188[x]  => h2o2[x] + CE6204[x] ','Eicosanoid metabolism',0,1000,'(1962.1)','0','',176,'1.3.3.6','','PMID:12054595',,
'RE3581X','RE3581','h[x] + nadph[x] + CE6204[x]  <=> nadp[x] + CE6227[x] ','Eicosanoid metabolism',-1000,1000,'(8310.1) or (30.1) or (8309.1) or (51.1)','0','',176,'1.3.1.34','','PMID:12054595',,
'RE3582X','RE3582','CE6227[x]  <=> CE6225[x] ','Eicosanoid metabolism',-1000,1000,'(26063.1)','0','',176,'5.3.3.8','','PMID:12054595',,
'RE3583X','RE3583','h2o[x] + CE6225[x]  <=> CE6226[x] ','Eicosanoid metabolism',-1000,1000,'(10455.1) or (1962.1)','0','',176,'4.2.1.17','','PMID:12054595',,
'RE3586X','RE3586','h2o[x] + CE6228[x]  <=> h[x] + coa[x] + CE6229[x] ','Eicosanoid metabolism',-1000,1000,'(1962.1)','0','',176,'3.1.2.2','IT - fixed proton','PMID:11673457',,
'RE3587C','RE3587','CE6234[c]  <=> prostge1[c] ','Eicosanoid metabolism',-1000,1000,'(10005.1) or (122970.1) or (570.1)','0','',176,'5.3.99.3','',"'PMID:9115911,PMID:9732298'",,
'RE3587N','RE3587','CE6234[n]  <=> prostge1[n] ','Eicosanoid metabolism',-1000,1000,'','0','',176,'5.3.99.3','',"'PMID:9115911,PMID:9732298'",,
'RE3596C','RE3596','h[c] + nadph[c] + CE5525[c]  <=> nadp[c] + CE5976[c] ','Eicosanoid metabolism',-1000,1000,'(10728.1)','0','',176,'1.1.1.184','',"'PMID:8244977,PMID:9862787'",,
'RE3596M','RE3596','h[m] + nadph[m] + CE5525[m]  <=> nadp[m] + CE5976[m] ','Eicosanoid metabolism',-1000,1000,'(874.1) or (873.1)','0','',176,'1.1.1.184','',"'PMID:8244977,PMID:9862787'",,
'RE3596X','RE3596','h[x] + nadph[x] + CE5525[x]  <=> nadp[x] + CE5976[x] ','Eicosanoid metabolism',-1000,1000,'(10901.1)','0','',176,'1.1.1.184','',"'PMID:8244977,PMID:9862787'",,
'RE3597C','RE3597','h[c] + nadph[c] + CE2054[c]  <=> nadp[c] + CE5947[c] ','Eicosanoid metabolism',-1000,1000,'(10901.1)','0','',176,'1.1.1.184','',"'PMID:8847485,PMID:9862787'",,
'RE3597M','RE3597','h[m] + nadph[m] + CE2054[m]  <=> nadp[m] + CE5947[m] ','Eicosanoid metabolism',-1000,1000,'(874.1) or (873.1)','0','',176,'1.1.1.184','',"'PMID:8847485,PMID:9862787'",,
'RE3597X','RE3597','h[x] + nadph[x] + CE2054[x]  <=> nadp[x] + CE5947[x] ','Eicosanoid metabolism',-1000,1000,'(10901.1)','0','',176,'1.1.1.184','',"'PMID:8847485,PMID:9862787'",,
'RE3624M','RE3624','o2[m] + CE4794[m]  => h2o2[m] + C05279[m] ','Fatty acid oxidation',0,1000,'(10901.1)','0','',176,'1.3.3.6','',"'PMID:11356164,PMID:7775433'",,
'RE3624X','RE3624','o2[x] + CE4794[x]  => h2o2[x] + C05279[x] ','Fatty acid oxidation',0,1000,'(51.1)','0','',176,'1.3.3.6','',"'PMID:11356164,PMID:7775433'",,
'RE3626M','RE3626','o2[m] + CE2431[m]  => h2o2[m] + CE2435[m] ','Fatty acid oxidation',0,1000,'(8310.1) or (8309.1) or (51.1)','0','',176,'1.3.3.6','',"'PMID:11356164,PMID:7775433'",,
'RE3627C','RE3627','h[c] + nadph[c] + CE2435[c]  <=> nadp[c] + CE5121[c] ','Fatty acid oxidation',-1000,1000,'(51.1)','0','',176,'1.1.1.35','',"'PMID:11356164,PMID:7775433'",,
'RE3627M','RE3627','h[m] + nadph[m] + CE2435[m]  <=> nadp[m] + CE5121[m] ','Fatty acid oxidation',-1000,1000,'(3028.1)','0','',176,'1.1.1.35','',"'PMID:11356164,PMID:7775433'",,
'RE3627X','RE3627','h[x] + nadph[x] + CE2435[x]  <=> nadp[x] + CE5121[x] ','Fatty acid oxidation',-1000,1000,'(3295.1) or (1962.1) or (3033.1) or (3028.1)','0','',176,'1.1.1.35','',"'PMID:11356164,PMID:7775433'",,
'RE3628M','RE3628','dc2coa[m]  <=> CE5121[m] ','Fatty acid oxidation',-1000,1000,'(3295.1) or (1962.1)','0','',176,'5.3.3.8','',"'PMID:11356164,PMID:7775433'",,
'RE3629C','RE3629','accoa[c] + CE2089[c]  <=> h[c] + coa[c] + CE2088[c] ','Histidine metabolism',-1000,1000,'(1632.1) or (10455.1) or (1962.1)','0','',176,'','',"'PMID:11669511,PMID:8898873'",,
'RE3630C','RE3630','h2o[c] + CE2088[c]  <=> ac[c] + CE2089[c] ','Histidine metabolism',-1000,1000,'','0','',176,'','',"'PMID:11669511,PMID:8898873'",,
'RE3631C','RE3631','gthrd[c] + urcan[c]  <=> CE7220[c] ','Histidine metabolism',-1000,1000,'','0','',176,'','','PMID:11669511',,
'RE3633C','RE3633','h2o[c] + CE2089[c]  <=> nh4[c] + CE7218[c] ','Histidine metabolism',-1000,1000,'','0','',176,'','','PMID:11669511',,
'RE3636C','RE3636','h2o[c] + CE7047[c]  <=> h[c] + CE7101[c] ','Vitamin E metabolism',-1000,1000,'','0','',176,'','',"'PMID:10385606,PMID:11722951,PMID:9789014'",,
'RE3637C','RE3637','2 h[c] + uppg3[c]  <=> C05767[c] ','Heme synthesis',-1000,1000,'','0','',176,'','','PMID:11281297',,
'RN0001C','RN0001','o2[c] + h[c] + nadph[c] + selmeth[c]  => h2o[c] + nadp[c] + C05708[c] ','Selenoamino acid metabolism',0,1000,'','0','',176,'1.14.13.8','','',,
'RN0001R','RN0001','o2[r] + h[r] + nadph[r] + selmeth[r]  => h2o[r] + nadp[r] + C05708[r] ','Selenoamino acid metabolism',0,1000,'','0','',176,'1.14.13.8','','',,
'RN0002N','RN0002','5mthf[n] + selhcys[n]  => h[n] + thf[n] + selmeth[n] ','Selenoamino acid metabolism',0,1000,'(2329.1) or (2328.1) or (2330.1) or (2326.1) or (2327.1)','0','',176,'2.1.1.13','IT - fixed proton','',,
'RN0002R','RN0002','5mthf[r] + selhcys[r]  => h[r] + selmeth[r] + thf[r] ','Selenoamino acid metabolism',0,1000,'','0','',176,'2.1.1.13','IT - fixed proton','',,
'RN0013C','RN0013','adrnl[c]  => 5 h[c] + CE5536[c] ','Tyrosine metabolism',0,1000,'','0','',176,'2.1.1.13','','',,
'RN0014R','RN0014','nrpphr[r]  => 5 h[r] + CE5538[r] ','Tyrosine metabolism',0,1000,'','0','',176,'2.1.1.13','','',,
'RN0020C','RN0020','o2[c] + h[c] + nadph[c] + C07535[c]  => h2o[c] + nadp[c] + CN0012[c] ','Xenobiotics metabolism',0,1000,'','0','',176,'1.14.14.1','','',,
'RN0020R','RN0020','o2[r] + h[r] + nadph[r] + C07535[r]  => h2o[r] + nadp[r] + CN0012[r] ','Xenobiotics metabolism',0,1000,'','0','',176,'1.14.14.1','','',,
'RN0021C','RN0021','h2o[c] + CN0012[c]  <=> CN0009[c] ','Xenobiotics metabolism',-1000,1000,'(1543.1) or (1544.1) or (1571.1) or (1576.1) or (1558.1) or (1565.1) or (1548.1) or (1588.1) or (1559.1) or (1580.1) or (1555.1) or (1577.1) or (1549.1) or (1551.1) or (1572.1) or (1562.1) or (1573.1) or (11283.1) or (1545.1) or (1553.1) or (199974.1) or (260293.1) or (29785.1) or (64816.1) or (57834.1) or (66002.1)','0','',176,'3.3.2.9','','',,
'RN0021R','RN0021','h2o[r] + CN0012[r]  <=> 2 h[r] + CN0009[r] ','Xenobiotics metabolism',-1000,1000,'(2053.1)','0','',176,'3.3.2.9','','',,
