reaction_id,reaction_abbreviation,reaction_name,reaction_reversible,reaction_formula,reaction_formula_w/name,Conifdence score
7120,OCTDEC2ACBP,transport of 3-hydroxyoctadecadienoyl coa from mitochondria into cytosol,1,3ocddcoa[m]  <=> 3ocddcoa[c] ,3-hydroxyoctadecadienoylcoa <  = > 3-hydroxyoctadecadienoylcoa,3
7121,OCTDECCACT,transport of Octadecenoyl-CoA into mitochondrial matrix,1,octdececrn[c]  <=> octdececrn[m] ,"octadecenoyl carnitine (hypothetical, position of double bond unknown) <  = > octadecenoyl carnitine (hypothetical, position of double bond unknown)",4
7122,OCTDECCPT1,transport of Octadecenoyl-CoA into mitochondrial matrix,1,crn[c] + octdececoa[c]  <=> coa[c] + octdececrn[c] ,"L-Carnitine+octadecenoylcoa <  = > Coenzyme A+octadecenoyl carnitine (hypothetical, position of double bond unknown)",4
7123,OCTDECCPT2,transport of Octadecenoyl-CoA into mitochondrial matrix,1,coa[m] + octdececrn[m]  <=> crn[m] + octdececoa[m] ,"Coenzyme A+octadecenoyl carnitine (hypothetical, position of double bond unknown) <  = > L-Carnitine+octadecenoylcoa",4
7124,OCTDECE1CRNe,transport of 3-hydroxy-octadecenoyl carnitine into extra cellular space,0,3octdece1crn[c]  => 3octdece1crn[e] ,3-hydroxy-octadecenoyl carnitine = > 3-hydroxy-octadecenoyl carnitine,2
7125,sink_octdececoa(c),OCTDECECOASINK,1,octdececoa[c]  <=> ,octadecenoylcoa <  = > ,[]
7126,OMHDEACIDTD,transport of w-hydroxydecanoic acid by diffusion,1,omhdecacid[r]  <=> omhdecacid[c] ,w-hydroxydecanoicacid <  = > w-hydroxydecanoicacid,2
7127,OMHDOCOSACTD,transport of w-hydroxydocosanoic acid by diffusion,1,omhdocosac[r]  <=> omhdocosac[c] ,w-hydroxydocosanoicacid <  = > w-hydroxydocosanoicacid,2
7128,OMHPALTD,transport of w-hydroxypalmitic acid by diffusion,1,omhpal[r]  <=> omhpal[c] ,w-hydroxypalmiticacid <  = > w-hydroxypalmiticacid,2
7129,PRISTCOAtcx,transport of pristanoylcoa from cytosol to peroxisomes.,0,h2o[c] + atp[c] + pristcoa[c]  => adp[c] + h[c] + pi[c] + pristcoa[x] ,Water+ATP+pristanoyl coa = > ADP+proton+hydrogenphosphate+pristanoyl coa,4
7130,SBCOAACOTx,thioesterification of suberyl coa for release into cytosol,0,h2o[x] + sbcoa[x]  => h[x] + coa[x] + subeac[x] ,Water+suberylcoa = > proton+Coenzyme A+suberic acid,4
7131,SCP21cx,transport of phytanoylcoa from cytosol to peroxisomes.,0,h2o[c] + atp[c] + phytcoa[c]  => adp[c] + h[c] + pi[c] + phytcoa[x] ,Water+ATP+phytanoyl-CoA(4-) = > ADP+proton+hydrogenphosphate+phytanoyl-CoA(4-),4
7132,SEBACACT,activation of sebacic acidd,0,atp[c] + coa[c] + sebacid[c]  => amp[c] + ppi[c] + sebcoa[c] ,ATP+Coenzyme A+sebacicacid = > AMP+Diphosphate+sebacoylcoa,2
7133,SEBACIDTD,transport of sebacic acid into cytosol (diffusion),1,sebacid[x]  <=> sebacid[c] ,sebacicacid <  = > sebacicacid,2
7134,SEBCOACROT,production of sebacoyl carnitine,1,crn[x] + sebcoa[x]  <=> coa[x] + c10dc[x] ,L-Carnitine+sebacoylcoa <  = > Coenzyme A+sebacoyl carnitine,3
7135,SEBCOAPET,thioesterification of sebacoylcoa for release into cytosol,0,h2o[x] + sebcoa[x]  => h[x] + coa[x] + sebacid[x] ,Water+sebacoylcoa = > proton+Coenzyme A+sebacicacid,4
7136,STCOATxc,transport of Stearoyl-CoA from cytosol to peroxisomes,1,h2o[c] + atp[c] + stcoa[c]  <=> adp[c] + h[c] + pi[c] + stcoa[x] ,Water+ATP+Stearoyl-CoA (n-C18:0CoA) <  = > ADP+proton+hydrogenphosphate+Stearoyl-CoA (n-C18:0CoA),4
7137,STRDNCCOAtxc,transport of stearidonylcoa into peroxisomes.,0,h2o[c] + atp[c] + strdnccoa[c]  => adp[c] + h[c] + pi[c] + strdnccoa[x] ,Water+ATP+stearidonyl coenzyme A = > ADP+proton+hydrogenphosphate+stearidonyl coenzyme A,4
7138,SUBEACTD,transport of suberic acid into cytosol (diffusion),1,subeac[x]  <=> subeac[c] ,suberic acid <  = > suberic acid,2
7139,SUBERCACT,transport of suberyl carnitine into cytosol,1,c8dc[x]  <=> c8dc[c] ,suberyl carnitine <  = > suberyl carnitine,2
7140,SUBERCROT,production of suberyl carnitine,1,crn[x] + sbcoa[x]  <=> coa[x] + c8dc[x] ,L-Carnitine+suberylcoa <  = > Coenzyme A+suberyl carnitine,3
7141,SUBERICACT,activation of suberic acid for formation of suberyl carnitine,0,atp[c] + coa[c] + subeac[c]  => amp[c] + ppi[c] + sbcoa[c] ,ATP+Coenzyme A+suberic acid = > AMP+Diphosphate+suberylcoa,2
7142,SUCCACT,activation of succinate,0,atp[c] + coa[c] + succ[c]  => amp[c] + ppi[c] + succoa[c] ,ATP+Coenzyme A+Succinate = > AMP+Diphosphate+Succinyl-CoA,2
7143,SUCCCROT,production of succinyl carnitine,1,crn[x] + succoa[x]  <=> coa[x] + c4dc[x] ,L-Carnitine+Succinyl-CoA <  = > Coenzyme A+succinyl carnitine,3
7144,SUCCOAPET,thioesterification of succinyl coa for release into cytosol,0,h2o[x] + succoa[x]  => h[x] + coa[x] + succ[x] ,Water+Succinyl-CoA = > proton+Coenzyme A+Succinate,4
7145,SUCCTD,transport of succinate by diffusion,1,succ[x]  <=> succ[c] ,Succinate <  = > Succinate,2
7146,TDCRNe,transport of myristoyl carnitine into extra cellular space,0,tdcrn[c]  => tdcrn[e] ,myristoyl carnitine = > myristoyl carnitine,2
7147,sink_tetdec2coa(c),TETDEC2COASINK,1,tetdec2coa[c]  <=> ,tetradecadienoylcoa <  = > ,[]
7148,TETDEC2CRNe,trnasport of tetradecadienoyl carnitine into extra cellular space,0,tetdec2crn[c]  => tetdec2crn[e] ,tetradecadienoyl carnitine = > tetradecadienoyl carnitine,2
7149,sink_tetdece1coa(c),TETDECE1COASINK,1,tetdece1coa[c]  <=> ,tetradecenoylcoa <  = > ,[]
7150,TETDECE1CRNe,transport of tetradecenoyl carnitine into extra cellular space,0,tetdece1crn[c]  => tetdece1crn[e] ,tetradecenoyl carnitine = > tetradecenoyl carnitine,2
7151,TIGCRNe,transport of tiglyl carnitine into the extra cellular fluid,0,c51crn[c]  => c51crn[e] ,tiglyl carnitine = > tiglyl carnitine,2
7152,34DHPHELAT1tc,"transport of 3,4-Dihydroxy-L-phenylalanine by LAT1 in association with 4F2hc, across the apical surface of the memebranes.",0,34dhphe[e] + leu_L[c]  => 34dhphe[c] + leu_L[e] ,L-dopa+L-leucine = > L-dopa+L-leucine,4
7153,4OHPROIMINOtc,transport of L-OH-Proline by the apical IMINO amino acid transporters in kidney and intestine,0,2 na1[e] + cl[e] + 4hpro_LT[e]  => 2 na1[c] + cl[c] + 4hpro_LT[c] ,2Sodium+Chloride+trans-4-hydroxy-L-proline = > 2Sodium+Chloride+trans-4-hydroxy-L-proline,4
7154,ALAALACNc,ALAALACNc,1,h2o[c] + alaala[c]  <=> 2 ala_L[c] ,Water+D-Alanyl-D-alanine <  = > 2L-alanine,4
7155,ALAALAPEPT1tc,transport of Alanylalanine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells,0,h[e] + alaala[e]  => h[c] + alaala[c] ,proton+D-Alanyl-D-alanine = > proton+D-Alanyl-D-alanine,4
7156,ALAATB0tc,transport of L-Alanine into the intestinal cells by ATB0 transporter,0,2 na1[e] + ala_L[e] + cl[e]  => 2 na1[c] + ala_L[c] + cl[c] ,2Sodium+L-alanine+Chloride = > 2Sodium+L-alanine+Chloride,4
7157,ALAyLATthc,transport of Alanine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney,0,h[e] + ala_L[e] + arg_L[c]  => h[c] + ala_L[c] + arg_L[e] ,proton+L-alanine+L-argininium(1+) = > proton+L-alanine+L-argininium(1+),4
7158,ARGATB0tc,transport of L-Arginine into the intestinal cells by ATB0 transporter,0,2 na1[e] + arg_L[e] + cl[e]  => 2 na1[c] + arg_L[c] + cl[c] ,2Sodium+L-argininium(1+)+Chloride = > 2Sodium+L-argininium(1+)+Chloride,4
7159,ASCBSVCTtc,transport of L-Ascorbate by SVCT1 or SVCT2 transporter,0,h2o[c] + atp[c] + 2 na1[e] + ascb_L[e]  => adp[c] + h[c] + pi[c] + 2 na1[c] + ascb_L[c] ,Water+ATP+2Sodium+L-ascorbate = > ADP+proton+hydrogenphosphate+2Sodium+L-ascorbate,4
7160,ASNATB0tc,transport of L-Asparagine into the intestinal cells by ATB0 transporter,0,2 na1[e] + asn_L[e] + cl[e]  => 2 na1[c] + asn_L[c] + cl[c] ,2Sodium+L-asparagine+Chloride = > 2Sodium+L-asparagine+Chloride,4
7161,ASNPHELAT2tc,transport of L-Asparagine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine.,0,asn_L[e] + phe_L[c]  => asn_L[c] + phe_L[e] ,L-asparagine+L-phenylalanine = > L-asparagine+L-phenylalanine,4
7162,BALABETAtc,transport of beta alanine into the intestinal cells by beta transport system,0,2 na1[e] + ala_B[e] + cl[e]  => 2 na1[c] + ala_B[c] + cl[c] ,2Sodium+beta-alanine+Chloride = > 2Sodium+beta-alanine+Chloride,4
7163,BALAPAT1tc,transport of beta alanine by PAT1 in renal and intestinal cells,0,h[e] + ala_B[e]  => h[c] + ala_B[c] ,proton+beta-alanine = > proton+beta-alanine,4
7164,BGLUGCHe,"binding of betaglucans with glycocholate in the intestinal lumen, reducing serum cholsterol levels.",0,gchola[e] + bglc[e]  => glgchlo[e] ,glycocholate+beta-glucans = > beta glucan-glycocholate complex,3
7165,BGLUTCHLe,"binding of betaglucans with taurocholate in the intestinal lumen, reducing serum cholsterol levels.",0,tchola[e] + bglc[e]  => gltcho[e] ,taurocholate+beta-glucans = > beta glucan-taurocholic acid complex,3
7166,BGLUTDECHOe,"binding of betaglucans with taurodeoxycholate in the intestinal lumen, reducing serum cholsterol levels.",0,bglc[e] + tdechola[e]  => gltdechol[e] ,beta-glucans+Taurodeoxycholic acid = > beta glucan-taurodeoxycholic acid complex,3
7167,BTNTe,release of biotin across the basolatral membrane,0,btn[c]  => btn[e] ,Biotin = > Biotin,1
7168,CARPEPT1tc,transport of L-Carnosine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells,0,h[e] + carn[e]  => h[c] + carn[c] ,proton+carnosine = > proton+carnosine,4
7169,CARhPTtc,Transport of L-Carnosine by hPT3 or hPT4 peptide transporter.,0,carn[l]  => carn[c] ,carnosine = > carnosine,4
7170,CBLTDe,release of B12 by simple diffusion,0,adocbl[c]  => adocbl[e] ,Adenosylcobalamin = > Adenosylcobalamin,1
7171,CBLtle,transport of Adenosylcobalamin into the intestine,0,adocbl[e]  => adocbl[c] ,Adenosylcobalamin = > Adenosylcobalamin,4
7172,CHOLESTTDe,CHOLESTTDe,0,chsterol[c]  => chsterol[e] ,cholesterol = > cholesterol,2
7173,CYSATB0tc,transport of L-Cysteine into the intestinal cells by ATB0 transporter,0,2 na1[e] + cys_L[e] + cl[e]  => 2 na1[c] + cys_L[c] + cl[c] ,2Sodium+L-cysteine+Chloride = > 2Sodium+L-cysteine+Chloride,4
7174,CYSPHELAT2tc,transport of L-Cysteine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine.,0,cys_L[e] + phe_L[c]  => cys_L[c] + phe_L[e] ,L-cysteine+L-phenylalanine = > L-cysteine+L-phenylalanine,4
7175,CYSSNAT5tc,transport of L-Cysteine into the cell coupled with co-transport with Sodium and counter transport with proton by SNAT5 transporter.,1,h[c] + na1[e] + cys_L[e]  <=> h[e] + na1[c] + cys_L[c] ,proton+Sodium+L-cysteine <  = > proton+Sodium+L-cysteine,4
7176,CYSTALArBATtc,"transport of L-Cystine into the cell in exchange for L-Alanine by b0,+AT transporter at the apical surfaces of the membranes of small intestine and renal cells.",0,ala_L[c] + Lcystin[e]  => ala_L[e] + Lcystin[c] ,L-alanine+L-cystine = > L-alanine+L-cystine,4
7177,CYSTLEUrBATtc,"transport of L-Cystine into the cell in exchange for L-Leucine by b0,+AT transporter at the apical surfaces of the membranes of small intestine and renal cells.",0,Lcystin[e] + leu_L[c]  => Lcystin[c] + leu_L[e] ,L-cystine+L-leucine = > L-cystine+L-leucine,4
7178,FOLTle,folate uptake into the enterocytes ,0,h[e] + fol[e]  => h[c] + fol[c] ,proton+Folate = > proton+Folate,3
7179,GALSGLT1le,transport of D-Galactose from extracellular space to cytosol of mucosal cells in small intestine,0,h2o[c] + atp[c] + 2 na1[e] + gal[e]  => adp[c] + h[c] + pi[c] + 2 na1[c] + gal[c] ,Water+ATP+2Sodium+D-Galactose = > ADP+proton+hydrogenphosphate+2Sodium+D-Galactose,4
7180,GLCSGLT1le,transport of D-glucose from extracellular space to cytosol of mucosal cells in small intestine,0,h2o[c] + atp[c] + 2 na1[e] + glc_D[e]  => adp[c] + h[c] + pi[c] + 2 na1[c] + glc_D[c] ,Water+ATP+2Sodium+D-glucose = > ADP+proton+hydrogenphosphate+2Sodium+D-glucose,4
7181,GLNATB0tc,Transport of L-Glutamine into the intestinal cells by ATB0 transporter,0,2 na1[e] + gln_L[e] + cl[e]  => 2 na1[c] + gln_L[c] + cl[c] ,2Sodium+L-glutamine+Chloride = > 2Sodium+L-glutamine+Chloride,4
7182,GLNyLATthc,transport of Glutamine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney,0,h[e] + gln_L[e] + arg_L[c]  => h[c] + gln_L[c] + arg_L[e] ,proton+L-glutamine+L-argininium(1+) = > proton+L-glutamine+L-argininium(1+),4
7183,GLYGLYCNc,hydrolysis of glycylycine for uptake,1,h2o[c] + glygly[c]  <=> 2 gly[c] ,Water+Glycyl-glycine <  = > 2Glycine,4
7184,GLYGLYPEPT1tc,transport of Glycyl-glycine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells,0,glygly[e]  => glygly[c] ,Glycyl-glycine = > Glycyl-glycine,4
7185,GLYLEUHYDROc,hydrolysis of Glycylleucine in the small intestine for cellular uptake,1,h2o[c] + glyleu[c]  <=> gly[c] + leu_L[c] ,Water+Glycylleucine <  = > Glycine+L-leucine,4
7186,GLYLEUPEPT1tc,transport of Glycylleucine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells,0,h[e] + glyleu[e]  => h[c] + glyleu[c] ,proton+Glycylleucine = > proton+Glycylleucine,4
7187,GLYPHEPEPT1tc,transport of Glycylphenylalanine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells,0,h[e] + glyphe[e]  => h[c] + glyphe[c] ,proton+Glycylphenylalanine = > proton+Glycylphenylalanine,4
7188,GLYPROPEPT1tc,transport of Glycylproline by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells,0,h[e] + glypro[e]  => h[c] + glypro[c] ,proton+Glycylproline = > proton+Glycylproline,4
7189,GLYPROPRO1c,hydrolysis of Prolylglycine in the small intestine for cellular uptake,1,h2o[c] + glypro[c]  <=> gly[c] + pro_L[c] ,Water+Glycylproline <  = > Glycine+L-proline,4
7190,GLYSARCNc,Hydrolysis of glycylsarcosine for uptake,1,h2o[c] + glysar[c]  <=> gly[c] + sarcs[c] ,Water+Glycylsarcosine <  = > Glycine+Sarcosine,3
7191,GLYSARPEPT1tc,"Transport of Glycylsarcosine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine, renal cells and brain.",0,h[e] + glysar[e]  => h[c] + glysar[c] ,proton+Glycylsarcosine = > proton+Glycylsarcosine,4
7192,GLYSNAT5tc,transport of Glycine into the cell coupled with co-transport with Sodium and counter transport with proton by SNAT5 transporter.,1,h[c] + na1[e] + gly[e]  <=> h[e] + na1[c] + gly[c] ,proton+Sodium+Glycine <  = > proton+Sodium+Glycine,4
7193,GUMDCHAe,"binding of guar gums with deoxyxholic acid in the intestinal lumen, reducing serum cholsterol levels.",0,gum[e] + dchac[e]  => gumdchac[e] ,gums+deoxycholic acid = > guar gum-deoxyxholic acid complex,3
7194,GUMGCHLe,"Binding of guar gums with glycocholate in the intestinal lumen, reducing serum cholsterol levels.",0,gchola[e] + gum[e]  => gumgchol[e] ,glycocholate+gums = > guar gum-glycocholate complex,3
7195,GUMTCHOLe,"Binding of guar gums with taurocholate in the intestinal lumen, reducing serum cholsterol levels.",0,tchola[e] + gum[e]  => gumtchol[e] ,taurocholate+gums = > guar gum-taurocholic acid complex,3
7196,HISCAT1,Transport of L-Histidine by y+ transporter,1,his_L[c]  <=> his_L[e] ,L-histidine <  = > L-histidine,4
7197,HISSNAT5tc,Transport of L-Histidine into the cell coupled with co-transport with Sodium and counter transport with proton by SNAT5 transporter.,1,h[c] + na1[e] + his_L[e]  <=> h[e] + na1[c] + his_L[c] ,proton+Sodium+L-histidine <  = > proton+Sodium+L-histidine,4
7198,HIShPTtc,Transport of L-Histidine by hPT3 or hPT4 peptide transporters.,0,h[l] + his_L[l]  => h[c] + his_L[c] ,proton+L-histidine = > proton+L-histidine,4
7199,HISyLATtc,Transport of L-Histidine by y+LAT1 or y+LAT2 transporters in small intestine and kidney,0,na1[e] + arg_L[c] + his_L[e]  => na1[c] + arg_L[e] + his_L[c] ,Sodium+L-argininium(1+)+L-histidine = > Sodium+L-argininium(1+)+L-histidine,4
7200,HISyLATthc,Transport of Histidine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney,0,h[e] + arg_L[c] + his_L[e]  => h[c] + arg_L[e] + his_L[c] ,proton+L-argininium(1+)+L-histidine = > proton+L-argininium(1+)+L-histidine,4
7201,HPETFABP1tc,transport of 5-HPETE into the enterocytes,1,2 5HPET[c]  <=> 2 5HPET[r] ,25(S)-HPETE(1-) <  = > 25(S)-HPETE(1-),4
7202,ILEATB0tc,Transport of L-Isoleucine into the intestinal cells by ATB0 transporter,0,2 na1[e] + cl[e] + ile_L[e]  => 2 na1[c] + cl[c] + ile_L[c] ,2Sodium+Chloride+L-isoleucine = > 2Sodium+Chloride+L-isoleucine,4
7203,ILELAT1tc,"transport of L-Isoleucine by LAT1 in association with 4F2hc, across the apical surface of the memebranes.",0,ile_L[e] + leu_L[c]  => leu_L[e] + ile_L[c] ,L-isoleucine+L-leucine = > L-leucine+L-isoleucine,4
7204,ILEPHELAT2tc,transport of L-Isoleucine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine.,0,ile_L[e] + phe_L[c]  => phe_L[e] + ile_L[c] ,L-isoleucine+L-phenylalanine = > L-phenylalanine+L-isoleucine,4
7205,LEUATB0tc,Transport of L-Leucine into the intestinal cells by ATB0 transporter,0,2 na1[e] + cl[e] + leu_L[e]  => 2 na1[c] + cl[c] + leu_L[c] ,2Sodium+Chloride+L-leucine = > 2Sodium+Chloride+L-leucine,4
7206,LEUGLYPEPT1tc,transport of Leucylglycine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells,0,h[e] + leugly[e]  => h[c] + leugly[c] ,proton+Leucylglycine = > proton+Leucylglycine,4
7207,LEULEULAPc,hydrolysis of Leucylleucine in the small intestine for cellular uptake,1,h2o[c] + leuleu[c]  <=> 2 leu_L[c] ,Water+Leucylleucine <  = > 2L-leucine,4
7208,LEULEUPEPT1tc,transport of Leucylleucine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells,0,h[e] + leuleu[e]  => h[c] + leuleu[c] ,proton+Leucylleucine = > proton+Leucylleucine,4
7209,LEUPHELAT2tc,Transport of L-Leucine into the cell and efflux of L-Phenylalanine out of the cell by LAT2 on the basolateral surfaces of kidney and intestine.,1,leu_L[e] + phe_L[c]  <=> phe_L[e] + leu_L[c] ,L-leucine+L-phenylalanine <  = > L-phenylalanine+L-leucine,4
7210,LEUyLAThtc,transport of Leucine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney,0,h[e] + arg_L[c] + leu_L[e]  => h[c] + arg_L[e] + leu_L[c] ,proton+L-argininium(1+)+L-leucine = > proton+L-argininium(1+)+L-leucine,4
7211,LINOFATPtc,uptake of linoleic acid by the enterocytes,0,atp[c] + coa[c] + lnlc[e]  => amp[c] + ppi[c] + lnlccoa[c] ,ATP+Coenzyme A+linoleate = > AMP+Diphosphate+linoleic coenzyme A,4
7212,LYSATB0tc,transport of L-Lysine into the intestinal cells by ATB0 transporter,0,2 na1[e] + lys_L[e] + cl[e]  => 2 na1[c] + lys_L[c] + cl[c] ,2Sodium+L-lysinium(1+)+Chloride = > 2Sodium+L-lysinium(1+)+Chloride,4
7213,METATB0tc,transport of L-Methionine into the intestinal cells by ATB0 transporter,0,2 na1[e] + cl[e] + met_L[e]  => 2 na1[c] + met_L[c] + cl[c] ,2Sodium+Chloride+L-methionine = > 2Sodium+L-methionine+Chloride,4
7214,METyLATthc,transport of Methionine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney,0,h[e] + arg_L[c] + met_L[e]  => h[c] + arg_L[e] + met_L[c] ,proton+L-argininium(1+)+L-methionine = > proton+L-argininium(1+)+L-methionine,4
7215,MTHFTe,transport of THF into the protal blood,0,5mthf[c]  => 5mthf[e] ,5-Methyltetrahydrofolate = > 5-Methyltetrahydrofolate,2
7216,NACDe,release of nicotinate at the basolateral surface,0,nac[c]  => nac[e] ,Nicotinate = > Nicotinate,1
7217,NACHORCTL3le,NACHORCTL3le,0,h[e] + nac[e]  => h[c] + nac[c] ,proton+Nicotinate = > proton+Nicotinate,2
7218,NCAMDe,release of nicotinamide at the basolateral surface,0,ncam[c]  => ncam[e] ,Nicotinamide = > Nicotinamide,1
7219,OAADC,oxaloacetate decarboxylase,0,h[c] + oaa[c]  => pyr[c] + co2[c] ,proton+Oxaloacetate = > pyruvate+carbon dioxide,4
7220,OCDEAFABP1tc,Transport of octadecenoyl coA into the enterocytes,1,2 ocdcea[c]  <=> 2 ocdcea[r] ,2octadecenoate (n-C18:1) <  = > 2octadecenoate (n-C18:1),4
7221,OLEICFATPtc,uptake of octadecenoate by the enterocytes,0,atp[c] + coa[c] + ocdcea[e]  => amp[c] + ppi[c] + odecoa[c] ,ATP+Coenzyme A+octadecenoate (n-C18:1) = > AMP+Diphosphate+Octadecenoyl-CoA (n-C18:1CoA),4
7222,ORNALArBATtc,"transport of L-Ornithine into the cell in exchange for L-Alanine by b0,+AT transporter at the apical surfaces of the membranes of small intestine and renal cells.",0,ala_L[c] + orn[e]  => orn[c] + ala_L[e] ,L-alanine+Ornithine = > Ornithine+L-alanine,4
7223,ORNLEUrBATtc,"transport of L-Ornithine  into the cell in exchange for L-Leucine by b0,+AT transporter at the apical surfaces of the membranes of small intestine and renal cells.",0,orn[e] + leu_L[c]  => orn[c] + leu_L[e] ,Ornithine+L-leucine = > Ornithine+L-leucine,4
7224,PALFATPtc,uptake of Hexadecanoate by the enterocytes,0,atp[c] + coa[c] + hdca[e]  => amp[c] + ppi[c] + pmtcoa[c] ,ATP+Coenzyme A+Hexadecanoate (n-C16:0) = > AMP+Diphosphate+Palmitoyl-CoA (n-C16:0CoA),4
7225,PCHOLHSTDe,PCHOLHSTDe,0,pchol_hs[c]  => pchol_hs[e] ,Phosphatidylcholine = > Phosphatidylcholine,2
7226,PECDCHe,"binding of pectins with deoxycholic acid in the intestinal lumen, reducing serum cholsterol levels.",0,h[e] + dchac[e] + pect[e]  => pectindchac[e] ,proton+deoxycholic acid+pectins = > pectin-deoxycholic acid complex,3
7227,PECGCHLe,"binding of pectins with glycocholate in the intestinal lumen, reducing serum cholsterol levels.",0,h[e] + gchola[e] + pect[e]  => pectingchol[e] ,proton+glycocholate+pectins = > pectin-glycocholate complex,3
7228,PECTCHLe,"Binding of pectins with taurocholate in the intestinal lumen, reducing serum cholsterol levels.",0,h[e] + tchola[e] + pect[e]  => pectintchol[e] ,proton+taurocholate+pectins = > pectin-taurocholic acid complex,3
7229,PEHSFABPe,transport of lysophosphatidylethanolamine into the enterocytes,1,2 pe_hs[c]  <=> 2 pe_hs[r] ,2phosphatidylethanolamine <  = > 2phosphatidylethanolamine,4
7230,PHEATB0tc,transport of L-Phenylalanine into the intestinal cells by ATB0 transporter,0,2 na1[e] + cl[e] + phe_L[e]  => 2 na1[c] + cl[c] + phe_L[c] ,2Sodium+Chloride+L-phenylalanine = > 2Sodium+Chloride+L-phenylalanine,4
7231,PHEyLATthc,transport of Phenylalanine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney,0,h[e] + arg_L[c] + phe_L[e]  => h[c] + arg_L[e] + phe_L[c] ,proton+L-argininium(1+)+L-phenylalanine = > proton+L-argininium(1+)+L-phenylalanine,4
7232,PMTCOAFABP1tc,transport of palmitoyl coA into the enterocytes,1,2 pmtcoa[c]  <=> 2 pmtcoa[r] ,2Palmitoyl-CoA (n-C16:0CoA) <  = > 2Palmitoyl-CoA (n-C16:0CoA),4
7233,PNTORDe,release of pantothenate across the basolatral membrane,0,pnto_R[c]  => pnto_R[e] ,(R)-Pantothenate = > (R)-Pantothenate,1
7234,PROGLYPEPT1tc,transport of Prolylglycine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells,0,h[e] + progly[e]  => h[c] + progly[c] ,proton+L-Prolinylglycine = > proton+L-Prolinylglycine,4
7235,PROGLYPRO1c,hydrolysis of glycylproline in the small intestine for cellular uptake,1,h2o[c] + progly[c]  <=> gly[c] + pro_L[c] ,Water+L-Prolinylglycine <  = > Glycine+L-proline,4
